file_name,parent_file_train,number_of_segments_train,number_of_voices_parent_train,extra_sounds_train,parent_label_train,segment_label_train,noisy_train,Notes_train
34aohjogtza61_processed_9,34aohjogtza61,14,2,,0,0,0,
34lkvmojqct51_processed_0,34lkvmojqct51,3,2,basketball,1,1,0,
34lkvmojqct51_processed_1,34lkvmojqct51,3,2,basketball,1,1,0,
34lkvmojqct51_processed_2,34lkvmojqct51,3,2,basketball,1,0,0,
34rswao9xeq61_processed_0,34rswao9xeq61,2,1,music,0,0,0,
34rswao9xeq61_processed_1,34rswao9xeq61,2,1,music,0,0,0,
36bjsl3iujm51_processed_0,36bjsl3iujm51,1,1,loud sound boom,0,0,0,
37gpiutnlqj51_processed_0,37gpiutnlqj51,8,2,music,0,0,0,
37gpiutnlqj51_processed_1,37gpiutnlqj51,8,9999,music,0,0,1,
37gpiutnlqj51_processed_2,37gpiutnlqj51,8,9999,music,0,0,1,
37gpiutnlqj51_processed_3,37gpiutnlqj51,8,9999,music,0,0,1,
37gpiutnlqj51_processed_4,37gpiutnlqj51,8,9999,music,0,0,1,
37gpiutnlqj51_processed_5,37gpiutnlqj51,8,9999,music,0,0,1,
37hw28703lg51_processed_0,37hw28703lg51,4,1,music,0,0,0,
37hw28703lg51_processed_1,37hw28703lg51,4,1,music,0,0,0,
37hw28703lg51_processed_2,37hw28703lg51,4,0,music,0,0,0,
37hw28703lg51_processed_3,37hw28703lg51,4,0,music,0,0,0,
37i5m1uaecb61_processed_0,37i5m1uaecb61,2,1,,0,0,0,
37i5m1uaecb61_processed_1,37i5m1uaecb61,2,1,,0,0,0,
3ad1o2hax5s61_processed_0,3ad1o2hax5s61,2,1,Scared Yelling,0,0,0,
3ad1o2hax5s61_processed_1,3ad1o2hax5s61,2,2,Scared Yelling,0,0,0,
3bajivkljw071_processed_0,3bajivkljw071,11,0,music,1,0,0,
3bajivkljw071_processed_1,3bajivkljw071,11,2,music,1,1,0,
3bajivkljw071_processed_2,3bajivkljw071,11,2,music,1,1,0,
3bajivkljw071_processed_3,3bajivkljw071,11,2,music,1,1,0,
3bajivkljw071_processed_4,3bajivkljw071,11,2,music,1,1,0,
3bajivkljw071_processed_5,3bajivkljw071,11,2,music,1,1,0,
3bajivkljw071_processed_6,3bajivkljw071,11,2,music,1,1,0,
3bajivkljw071_processed_7,3bajivkljw071,11,2,music,1,1,0,
3bajivkljw071_processed_8,3bajivkljw071,11,2,music,1,1,0,
3bajivkljw071_processed_9,3bajivkljw071,11,2,music,1,1,0,
3bddn03cfyo51_processed_0,3bddn03cfyo51,2,2,,0,0,0,
3bddn03cfyo51_processed_1,3bddn03cfyo51,2,1,"Car engine, whistling",0,0,0,
3cdhvfnd5sc61_processed_0,3cdhvfnd5sc61,6,3,,0,0,0,
3cdhvfnd5sc61_processed_1,3cdhvfnd5sc61,6,3,,0,0,0,
3cdhvfnd5sc61_processed_2,3cdhvfnd5sc61,6,3,,0,0,0,
3cdhvfnd5sc61_processed_3,3cdhvfnd5sc61,6,3,,0,0,0,
3cdhvfnd5sc61_processed_4,3cdhvfnd5sc61,6,2,,0,0,0,
3cdhvfnd5sc61_processed_5,3cdhvfnd5sc61,6,2,,0,0,0,
3cmfhzmkmpr51_processed_0,3cmfhzmkmpr51,2,2,,1,1,0,
3cmfhzmkmpr51_processed_1,3cmfhzmkmpr51,2,2,,1,1,0,
3duf3yestck51_processed_0,3duf3yestck51,4,9999,,3,3,1,
3duf3yestck51_processed_1,3duf3yestck51,4,9999,,3,3,1,
3duf3yestck51_processed_2,3duf3yestck51,4,9999,,3,3,1,
3duf3yestck51_processed_3,3duf3yestck51,4,9999,,3,3,1,
3fidd5jaqm171_processed_0,3fidd5jaqm171,2,3,,1,1,0,
3fidd5jaqm171_processed_1,3fidd5jaqm171,2,4,,1,1,0,
3g74orbanac71_processed_0,3g74orbanac71,9,1,,2,0,0,
3g74orbanac71_processed_1,3g74orbanac71,9,2,,2,1,0,
3g74orbanac71_processed_2,3g74orbanac71,9,2,,2,1,0,
3g74orbanac71_processed_3,3g74orbanac71,9,2,,2,1,0,
3g74orbanac71_processed_4,3g74orbanac71,9,2,,2,1,0,
3g74orbanac71_processed_5,3g74orbanac71,9,2,,2,1,0,
3g74orbanac71_processed_6,3g74orbanac71,9,2,metal clicking,2,0,0,
3g74orbanac71_processed_7,3g74orbanac71,9,2,,2,0,0,
3gc2e42uf1d71_processed_0,3gc2e42uf1d71,2,1,,0,0,0,
3gc2e42uf1d71_processed_1,3gc2e42uf1d71,2,1,,0,0,0,
3jr9jst7am971_processed_0,3jr9jst7am971,4,2,,1,1,0,
3jr9jst7am971_processed_1,3jr9jst7am971,4,2,,1,1,0,
3jr9jst7am971_processed_2,3jr9jst7am971,4,2,,1,1,0,
3jr9jst7am971_processed_3,3jr9jst7am971,4,2,,1,1,0,
3kmu5y6fvu171_processed_0,3kmu5y6fvu171,8,2,Hip hop music,1,0,0,
3kmu5y6fvu171_processed_2,3kmu5y6fvu171,8,1,Hip hop music,1,0,0,
3kmu5y6fvu171_processed_3,3kmu5y6fvu171,8,3,Hip hop music,1,1,0,
3kmu5y6fvu171_processed_4,3kmu5y6fvu171,8,2,Hip hop music,1,1,0,
3kmu5y6fvu171_processed_5,3kmu5y6fvu171,8,2,Hip hop music,1,1,0,
3kmu5y6fvu171_processed_6,3kmu5y6fvu171,8,2,Hip hop music,1,1,0,
3kmu5y6fvu171_processed_7,3kmu5y6fvu171,8,1,Hip hop music,1,0,0,
3na9vvi4e5r51_processed_0,3na9vvi4e5r51,4,1,,1,1,0,
3na9vvi4e5r51_processed_1,3na9vvi4e5r51,4,1,,1,1,0,
3na9vvi4e5r51_processed_2,3na9vvi4e5r51,4,1,,1,1,0,
3na9vvi4e5r51_processed_3,3na9vvi4e5r51,4,1,,1,1,0,
3nhmtwf53sr51_processed_0,3nhmtwf53sr51,5,2,,1,1,0,
3nhmtwf53sr51_processed_1,3nhmtwf53sr51,5,3,,1,1,0,
3nhmtwf53sr51_processed_2,3nhmtwf53sr51,5,1,,1,1,0,
3nhmtwf53sr51_processed_3,3nhmtwf53sr51,5,1,,1,1,0,
3nhmtwf53sr51_processed_4,3nhmtwf53sr51,5,2,,1,1,0,
3nj3vuhaskf71_processed_0,3nj3vuhaskf71,4,1,,1,0,0,
3nj3vuhaskf71_processed_1,3nj3vuhaskf71,4,2,,1,0,0,
3nj3vuhaskf71_processed_2,3nj3vuhaskf71,4,1,,1,0,0,
3nj3vuhaskf71_processed_3,3nj3vuhaskf71,4,1,,1,1,0,
3nr00989hhp51_processed_0,3nr00989hhp51,6,1,,2,0,0,
3nr00989hhp51_processed_1,3nr00989hhp51,6,1,,2,0,0,
3nr00989hhp51_processed_2,3nr00989hhp51,6,9999,,2,2,1,
3nr00989hhp51_processed_3,3nr00989hhp51,6,9999,,2,2,1,
3nr00989hhp51_processed_4,3nr00989hhp51,6,9999,,2,2,1,
3nvn1lwacgg61_processed_0,3nvn1lwacgg61,14,9999,Clapping,0,0,1,
3nvn1lwacgg61_processed_1,3nvn1lwacgg61,14,9999,Clapping,0,0,1,
3nvn1lwacgg61_processed_10,3nvn1lwacgg61,14,9999,"Clapping, protest, traffic",0,0,1,
3nvn1lwacgg61_processed_11,3nvn1lwacgg61,14,9999,"Clapping, protest, traffic",0,0,1,
3nvn1lwacgg61_processed_12,3nvn1lwacgg61,14,9999,"Clapping, protest, traffic",0,0,1,
3nvn1lwacgg61_processed_13,3nvn1lwacgg61,14,9999,"Clapping, protest, traffic",0,0,1,
3nvn1lwacgg61_processed_2,3nvn1lwacgg61,14,9999,Clapping,0,0,1,
3nvn1lwacgg61_processed_3,3nvn1lwacgg61,14,9999,Clapping,0,0,1,
3nvn1lwacgg61_processed_4,3nvn1lwacgg61,14,9999,"Clapping, protest, traffic",0,0,1,
3nvn1lwacgg61_processed_5,3nvn1lwacgg61,14,9999,"Clapping, protest, traffic",0,0,1,
3nvn1lwacgg61_processed_6,3nvn1lwacgg61,14,9999,"Clapping, protest, traffic",0,0,1,
3nvn1lwacgg61_processed_7,3nvn1lwacgg61,14,9999,"Clapping, protest, traffic",0,0,1,
3nvn1lwacgg61_processed_8,3nvn1lwacgg61,14,9999,"Clapping, protest, traffic",0,0,1,
3nvn1lwacgg61_processed_9,3nvn1lwacgg61,14,9999,"Clapping, protest, traffic",0,0,1,
3rmzq4godzr51_processed_0,3rmzq4godzr51,1,1,traffic,1,1,0,
3sfnd1s919r61_processed_0,3sfnd1s919r61,8,2,,3,3,0,
3sfnd1s919r61_processed_1,3sfnd1s919r61,8,2,,3,2,0,
3sfnd1s919r61_processed_2,3sfnd1s919r61,8,2,,3,2,0,
3sfnd1s919r61_processed_3,3sfnd1s919r61,8,3,,3,2,0,
3sfnd1s919r61_processed_4,3sfnd1s919r61,8,3,,3,3,0,
3sfnd1s919r61_processed_5,3sfnd1s919r61,8,3,,3,3,0,
3sx0ah753fk61_processed_1,3sx0ah753fk61,26,1,,3,0,0,
3sx0ah753fk61_processed_10,3sx0ah753fk61,26,3,,3,0,0,
3sx0ah753fk61_processed_12,3sx0ah753fk61,26,3,,3,1,0,
3sx0ah753fk61_processed_13,3sx0ah753fk61,26,3,,3,1,0,
3sx0ah753fk61_processed_14,3sx0ah753fk61,26,3,,3,1,0,
3sx0ah753fk61_processed_16,3sx0ah753fk61,26,3,,3,1,0,
3sx0ah753fk61_processed_17,3sx0ah753fk61,26,3,,3,1,0,
3sx0ah753fk61_processed_18,3sx0ah753fk61,26,2,,3,1,0,
3sx0ah753fk61_processed_20,3sx0ah753fk61,26,3,,3,2,0,
3sx0ah753fk61_processed_3,3sx0ah753fk61,26,1,,3,0,0,
3sx0ah753fk61_processed_5,3sx0ah753fk61,26,1,,3,0,0,
3sx0ah753fk61_processed_6,3sx0ah753fk61,26,1,,3,0,0,
3sx0ah753fk61_processed_7,3sx0ah753fk61,26,2,,3,0,0,
3sx0ah753fk61_processed_8,3sx0ah753fk61,26,3,,3,1,0,
zvkhxd3vp3o51_processed_1,zvkhxd3vp3o51,9,2,crowd,2,2,0,
zvkhxd3vp3o51_processed_4,zvkhxd3vp3o51,9,3,"crowd, kids screaming",2,2,0,
zvkhxd3vp3o51_processed_5,zvkhxd3vp3o51,9,3,"crowd, kids screaming",2,2,0,
zvkhxd3vp3o51_processed_6,zvkhxd3vp3o51,9,3,"crowd, kids screaming",2,2,0,
zvkhxd3vp3o51_processed_7,zvkhxd3vp3o51,9,3,"crowd, kids screaming",2,2,0,
hqztlcsmm1k51_processed_0,hqztlcsmm1k51,3,1,Clicking,0,0,0,"The man uses suggestive language, but there is no aggression heard in the audio file"
hqztlcsmm1k51_processed_1,hqztlcsmm1k51,3,1,Clicking,0,0,0,There is no aggression heard in the audio file
hqztlcsmm1k51_processed_2,hqztlcsmm1k51,3,1,,0,0,0,There is no aggression heard in the audio file
hr8n7irrnqk51_processed_0,hr8n7irrnqk51,11,2,,1,0,0,There is no aggression heard in the audio file
hr8n7irrnqk51_processed_1,hr8n7irrnqk51,11,2,,1,0,0,There is no aggression heard in the audio file
hr8n7irrnqk51_processed_2,hr8n7irrnqk51,11,2,,1,0,0,There is no aggression heard in the audio file
hr8n7irrnqk51_processed_3,hr8n7irrnqk51,11,2,Laughing,1,1,0,The man raises his voice a little as he seems passionate about the change he is arguing for.
hr8n7irrnqk51_processed_4,hr8n7irrnqk51,11,2,,1,0,0,There is no aggression heard in the audio file
hr8n7irrnqk51_processed_5,hr8n7irrnqk51,11,2,,1,0,0,There is no aggression heard in the audio file
hr8n7irrnqk51_processed_6,hr8n7irrnqk51,11,2,,1,1,0,There is noticable frustration in the man's voice at times.
hr8n7irrnqk51_processed_7,hr8n7irrnqk51,11,2,,1,1,0,There is noticable frustration in the man's voice at times.
hr8n7irrnqk51_processed_8,hr8n7irrnqk51,11,2,,1,0,0,There is no aggression heard in the audio file
hr8n7irrnqk51_processed_9,hr8n7irrnqk51,11,2,Laughing,1,0,0,There is no aggression heard in the audio file
hr8n7irrnqk51_processed_10,hr8n7irrnqk51,11,2,Clapping,1,0,0,There is no aggression heard in the audio file
hsuk4xsys4w61_processed_0,hsuk4xsys4w61,21,5,"Background chatter, wind blowing",3,0,0,There is no aggression heard in the audio file
hsuk4xsys4w61_processed_1,hsuk4xsys4w61,21,5,,3,0,0,There is no aggression heard in the audio file
hsuk4xsys4w61_processed_2,hsuk4xsys4w61,21,5,,3,0,0,There is no aggression heard in the audio file
hsuk4xsys4w61_processed_4,hsuk4xsys4w61,21,5,,3,0,0,There is no aggression heard in the audio file
hsuk4xsys4w61_processed_5,hsuk4xsys4w61,21,5,Yelling,3,3,0,The deputy sounds very hostile and his language is frightening
hsuk4xsys4w61_processed_6,hsuk4xsys4w61,21,5,,3,0,0,There is no aggression heard in the audio file
hsuk4xsys4w61_processed_7,hsuk4xsys4w61,21,5,,3,0,0,There is no aggression heard in the audio file
hsuk4xsys4w61_processed_8,hsuk4xsys4w61,21,5,Background chatter,3,0,0,There is no aggression heard in the audio file
hsuk4xsys4w61_processed_9,hsuk4xsys4w61,21,5,Background chatter,3,0,0,There is no aggression heard in the audio file
hsuk4xsys4w61_processed_10,hsuk4xsys4w61,21,5,wind blowing,3,1,0,The deputy is aggressive.
hsuk4xsys4w61_processed_11,hsuk4xsys4w61,21,5,"Rustling, wind blowing, man falling to the ground",3,2,0,The man sounds distressed
hsuk4xsys4w61_processed_12,hsuk4xsys4w61,21,5,"Background chatter, wind blowing",3,2,0,The deputy is aggressive and threatening towards the man
hsuk4xsys4w61_processed_13,hsuk4xsys4w61,21,5,wind blowing,3,2,0,The deputy is aggressive and threatening towards the man
hsuk4xsys4w61_processed_14,hsuk4xsys4w61,21,5,wind blowing,3,3,0,The deputy screams at the man and threatens him.
hsuk4xsys4w61_processed_15,hsuk4xsys4w61,21,5,wind blowing,3,3,0,The deputy raises his voice and threatens the man in a concerning manner.
hsuk4xsys4w61_processed_16,hsuk4xsys4w61,21,5,wind blowing,3,1,0,The deputy is aggressive towards the man
hsuk4xsys4w61_processed_17,hsuk4xsys4w61,21,5,"wind blowing, voice on radio",3,3,0,The deputy is aggressive and threatening towards the man. The man becomes frustrated
hsuk4xsys4w61_processed_18,hsuk4xsys4w61,21,5,wind blowing,3,0,0,There is no aggression heard in the audio file
hsuk4xsys4w61_processed_19,hsuk4xsys4w61,21,5,,3,0,0,There is no aggression heard in the audio file
hsuk4xsys4w61_processed_20,hsuk4xsys4w61,21,5,"wind blowing, background chatter",3,0,0,There is no aggression heard in the audio file
hv7owj844s461_processed_0,hv7owj844s461,10,1,Crowd yelling,3,2,1,The man is yelling in a manner which may be aggressive. The crowd may also be aggressive
hv7owj844s461_processed_1,hv7owj844s461,10,1,"Crowd yelling, snapping",3,3,1,The crowd sounds aggressive
hv7owj844s461_processed_2,hv7owj844s461,10,1,"Crowd yelling, snapping",3,3,1,The crowd sounds aggressive
hv7owj844s461_processed_3,hv7owj844s461,10,2,"Glassbreaking, crowd yelling, thuds",3,3,1,The crowd sounds aggressive
hv7owj844s461_processed_4,hv7owj844s461,10,3,"Crowd yelling, thuds",3,3,1,The crowd sounds aggressive. The man also sounds aggressive
hv7owj844s461_processed_5,hv7owj844s461,10,3,"Crowd yelling, thuds",3,3,1,The crowd sounds aggressive. The man also sounds aggressive
hv7owj844s461_processed_6,hv7owj844s461,10,3,"Crowd yelling, glass breaking, thuds",3,3,1,The crowd sounds aggressive
hv7owj844s461_processed_7,hv7owj844s461,10,3,"Crowd yelling, thuds, metal clanking",3,3,1,The crowd sounds aggressive
hv7owj844s461_processed_8,hv7owj844s461,10,3,"Crowd yelling, thuds, metal clanking, glass breaking",3,3,1,The crowd sounds aggressive. The man also sounds aggressive
hv7owj844s461_processed_9,hv7owj844s461,10,3,"Crowd yelling, thuds, glass breaking",3,3,1,The crowd sounds aggressive. The man also sounds aggressive
hx99824cif971_processed_0,hx99824cif971,4,2,laughing,1,0,0,There is no aggression heard in the audio file
hx99824cif971_processed_1,hx99824cif971,4,2,,1,0,0,There is no aggression heard in the audio file
hx99824cif971_processed_2,hx99824cif971,4,3,,1,1,0,The man responds to the girl in a scoldful manner
hx99824cif971_processed_3,hx99824cif971,4,3,Laughing,1,1,0,The man responds to the girl in a scoldful manner
hxx6a6sw3ty51_processed_0,hxx6a6sw3ty51,17,5,Background music,2,0,0,There is no aggression heard in the audio file
hxx6a6sw3ty51_processed_1,hxx6a6sw3ty51,17,5,Background music,2,0,0,There is no aggression heard in the audio file
hxx6a6sw3ty51_processed_2,hxx6a6sw3ty51,17,5,Background music,2,0,0,There is no aggression heard in the audio file
hxx6a6sw3ty51_processed_3,hxx6a6sw3ty51,17,5,Background music,2,1,0,The woman sounds frustrated and slightly aggressive
hxx6a6sw3ty51_processed_4,hxx6a6sw3ty51,17,5,Background music,2,0,0,There is no aggression heard in the audio file
hxx6a6sw3ty51_processed_5,hxx6a6sw3ty51,17,5,Background music,2,1,0,The woman raises her voice at the end of the clip
hxx6a6sw3ty51_processed_6,hxx6a6sw3ty51,17,5,Background music,2,1,0,The woman raises her voice and sounds a little confrontational
hxx6a6sw3ty51_processed_7,hxx6a6sw3ty51,17,5,Background music,2,2,0,"The woman begins yelling, possibly aggressively"
hxx6a6sw3ty51_processed_8,hxx6a6sw3ty51,17,5,Background music,2,1,0,The woman raises her voice and sounds a little aggressive
hxx6a6sw3ty51_processed_9,hxx6a6sw3ty51,17,5,Background music,2,1,0,The woman raises her voice and sounds a little aggressive
hxx6a6sw3ty51_processed_10,hxx6a6sw3ty51,17,5,Background music,2,2,0,The woman begins yelling near the end of the clip
hxx6a6sw3ty51_processed_11,hxx6a6sw3ty51,17,5,Background music,2,2,0,The man yells aggressively
hxx6a6sw3ty51_processed_12,hxx6a6sw3ty51,17,5,Background music,2,1,0,There seems to be frustration and agitation in the woman's voice
hxx6a6sw3ty51_processed_13,hxx6a6sw3ty51,17,5,Background music,2,2,0,The woman sounds aggressive and her voice can sharpen at times
hxx6a6sw3ty51_processed_14,hxx6a6sw3ty51,17,5,Background music,2,1,0,The woman sounds a little aggressive and frustrated.
hxx6a6sw3ty51_processed_15,hxx6a6sw3ty51,17,5,Background music,2,1,0,The woman raises her voice and sounds frustrated and a little aggressive
hxx6a6sw3ty51_processed_16,hxx6a6sw3ty51,17,5,Background music,2,1,0,The woman sounds agitated and a little aggressive
i294za8r11371_processed_0,i294za8r11371,3,2,Dog barking,0,0,0,No aggression heard in the audio file.
i294za8r11371_processed_1,i294za8r11371,3,2,Dog barking,0,0,0,No aggression heard in the audio file.
i294za8r11371_processed_2,i294za8r11371,3,2,"Dog barking, laughing",0,0,0,No aggression heard in the audio file.
i35rsfl9ye561_processed_0,i35rsfl9ye561,4,3,"Screaming, background chatter",0,0,0,The screaming is cheerful
i35rsfl9ye561_processed_1,i35rsfl9ye561,4,3,Shouting,0,0,0,No aggression heard in the audio file.
i35rsfl9ye561_processed_2,i35rsfl9ye561,4,3,Giggling,0,0,0,"The man is shouting, but not in an aggressive manner."
i35rsfl9ye561_processed_3,i35rsfl9ye561,4,3,Giggling,0,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_2,i3jp22c6gua71,85,6,"Background music, chatter, crying",3,1,0,One of the women raises her voice and is frustrated with the other woman
i3jp22c6gua71_processed_3,i3jp22c6gua71,85,6,"Background music, chatter, crying",3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_4,i3jp22c6gua71,85,6,"Background music, chatter, crying",3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_5,i3jp22c6gua71,85,6,"Background music, chatter",3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_6,i3jp22c6gua71,85,6,"Background music, chatter",3,2,0,One of the women is frustrated and aggressively raises her voice
i3jp22c6gua71_processed_7,i3jp22c6gua71,85,6,"Background music, chatter, crying",3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_8,i3jp22c6gua71,85,6,"Background music, chatter, crying",3,1,0,One of the women is distressed.
i3jp22c6gua71_processed_9,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,One of the women is distressed.
i3jp22c6gua71_processed_10,i3jp22c6gua71,85,6,"Background music, chatter, screaming",3,3,0,One of the women is screaming and evidently distressed.
i3jp22c6gua71_processed_11,i3jp22c6gua71,85,6,"Background music, chatter",3,3,0,One of the women is shouting and evidently distressed.
i3jp22c6gua71_processed_12,i3jp22c6gua71,85,6,"Background music, chatter, voice on radio.",3,2,0,One of the women is distressed. The other is frustrated with the situation.
i3jp22c6gua71_processed_13,i3jp22c6gua71,85,6,"Background music, chatter, voice on radio.",3,3,0,One of the women is very distressed and shouts at the other aggressively. The other woman mocks her
i3jp22c6gua71_processed_14,i3jp22c6gua71,85,6,"Background music, chatter",3,3,0,One of the women aggressively shouts at the other.
i3jp22c6gua71_processed_15,i3jp22c6gua71,85,6,"Background music, chatter, screaming",3,3,0,One of the women screams and is evidently distressed.
i3jp22c6gua71_processed_16,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,A woman is distressed.
i3jp22c6gua71_processed_17,i3jp22c6gua71,85,6,Background music,3,1,0,A woman is clearly frustrated with her circumstances
i3jp22c6gua71_processed_18,i3jp22c6gua71,85,6,"Background music, chatter",3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_19,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,One of the women is distressed.
i3jp22c6gua71_processed_20,i3jp22c6gua71,85,6,"Background music, chatter",3,2,0,One of the women shouts for help and is distressed.
i3jp22c6gua71_processed_21,i3jp22c6gua71,85,6,"Background music, chatter",3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_22,i3jp22c6gua71,85,6,"Background music, chatter, personal radio beeping",3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_23,i3jp22c6gua71,85,6,"Background music, chatter",3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_24,i3jp22c6gua71,85,6,"Background music, chatter, wailing",3,1,0,"One of the women sounds distressed, while the other sounds frustrated."
i3jp22c6gua71_processed_25,i3jp22c6gua71,85,6,"Background music, chatter, moaning",3,1,0,One of the women is frustrated.
i3jp22c6gua71_processed_26,i3jp22c6gua71,85,6,"Background music, chatter",3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_27,i3jp22c6gua71,85,6,"Background music, chatter",3,2,0,One of the women is distressed and on the verge of screaming.
i3jp22c6gua71_processed_28,i3jp22c6gua71,85,6,"Background music, chatter, wailing",3,2,0,"One of the women is distressed, while the other is frustrated."
i3jp22c6gua71_processed_29,i3jp22c6gua71,85,6,"Background music, chatter, breathing",3,1,0,One of the women sounds distressed.
i3jp22c6gua71_processed_30,i3jp22c6gua71,85,6,"Background music, chatter, wailing, crying",3,2,0,"One of the women is distressed, while the other is frustrated."
i3jp22c6gua71_processed_31,i3jp22c6gua71,85,6,"Background music, chatter, voice on radio.",3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_32,i3jp22c6gua71,85,6,Background music,3,1,0,One of the women sounds a little agitated. Another woman sounds a little distressed.
i3jp22c6gua71_processed_33,i3jp22c6gua71,85,6,"Background music, chatter, crying",3,1,0,One of the women sounds distressed.
i3jp22c6gua71_processed_34,i3jp22c6gua71,85,6,"Background music, chatter, crying",3,3,0,One of the women screams and is evidently distressed. Another woman is frustrated
i3jp22c6gua71_processed_35,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,The woman sounds aggressive.
i3jp22c6gua71_processed_36,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,One of the women sounds distressed
i3jp22c6gua71_processed_37,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,One of the women sounds distressed.
i3jp22c6gua71_processed_38,i3jp22c6gua71,85,6,Background music.,3,2,0,"One of the women is frustrated and resorts to namecalling. ""Karen"" is distressed and shouts at the first woman aggressively. (Will refer to this person as ""Karen"" for the remainder of the files to make things easier, even if her name isn't actually Karen.)"
i3jp22c6gua71_processed_39,i3jp22c6gua71,85,6,"Background music, chatter",3,2,0,Karen is very distressed.
i3jp22c6gua71_processed_40,i3jp22c6gua71,85,6,"Background music, chatter, crying",3,1,0,One of the women sounds frustrated.
i3jp22c6gua71_processed_41,i3jp22c6gua71,85,6,"Background music, chatter",3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_42,i3jp22c6gua71,85,6,,3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_43,i3jp22c6gua71,85,6,"Background music, chatter, screaming",3,3,0,Karen is distressed and resorts to screaming. Another woman is very frustrated with Karen.
i3jp22c6gua71_processed_44,i3jp22c6gua71,85,6,"Background music, chatter, screaming, wailing",3,3,0,Karen is distressed and resorts to screaming and shouting.
i3jp22c6gua71_processed_45,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,The woman is very frustrated.
i3jp22c6gua71_processed_46,i3jp22c6gua71,85,6,"Background music, chatter",3,2,0,One woman is very frustrated. Karen is distressed.
i3jp22c6gua71_processed_47,i3jp22c6gua71,85,6,"Background music, chatter, wailing",3,2,0,Karen is distressed.
i3jp22c6gua71_processed_50,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,The woman is aggressive and very frustrated.
i3jp22c6gua71_processed_51,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,The woman is frustrated. Karen is distressed.
i3jp22c6gua71_processed_53,i3jp22c6gua71,85,6,"Background music, chatter, wailing",3,3,0,Karen is evidently distressed. The other woman is aggressive and very frustrated
i3jp22c6gua71_processed_54,i3jp22c6gua71,85,6,"Background music, chatter, voice on radio.",3,1,0,Karen sounds like she might be in distress.
i3jp22c6gua71_processed_55,i3jp22c6gua71,85,6,"Background music, chatter, voice on radio.",3,2,0,The woman begins to yell in frustration or anger.
i3jp22c6gua71_processed_57,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,Karen seems to be in distress. The other woman is very frustrated.
i3jp22c6gua71_processed_58,i3jp22c6gua71,85,6,"Background music, chatter, shouting",3,2,0,Karen is distressed and yelling. The other woman is frustrated and speaks aggressively.
i3jp22c6gua71_processed_59,i3jp22c6gua71,85,6,"Background music, chatter",3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_62,i3jp22c6gua71,85,6,"Background music, chatter.",3,1,0,Karen sounds like she might be in distress.
i3jp22c6gua71_processed_64,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,Karen sounds like she might be in distress.
i3jp22c6gua71_processed_65,i3jp22c6gua71,85,6,"Background music, chatter, beeping",3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_66,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,Karen sounds like she might be in distress.
i3jp22c6gua71_processed_67,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,Karen sounds like she might be in distress.
i3jp22c6gua71_processed_68,i3jp22c6gua71,85,6,"Background music, chatter, wailing",3,1,0,Karen sounds like she might be in distress.
i3jp22c6gua71_processed_69,i3jp22c6gua71,85,6,"Background music, chatter, wailing",3,1,0,The woman sounds frustrated. Karen sounds like she might be in distress.
i3jp22c6gua71_processed_70,i3jp22c6gua71,85,6,"Page flipping, background music, chatter",3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_71,i3jp22c6gua71,85,6,"Background music, chatter",3,0,0,No aggression heard in the audio file.
i3jp22c6gua71_processed_72,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,The woman sounds frustrated and angry. Karen sounds like she might be in distress.
i3jp22c6gua71_processed_73,i3jp22c6gua71,85,6,"Background music, chatter",3,1,0,The woman sounds frustrated. Karen sounds like she might be in distress.
i3jp22c6gua71_processed_74,i3jp22c6gua71,85,6,"Background music, chatter, beeping, wailing",3,2,0,Karen sounds distressed.
